transaction-type,transaction-date,default-currency,transaction-value,transaction_ref,transaction_value_currency,transaction_value_value-date,transaction_provider-org,transaction_provider-org_ref,transaction_provider-org_provider-activity-id,transaction_receiver-org,transaction_receiver-org_ref,transaction_receiver-org_receiver-activity-id,transaction_description,transaction_flow-type_code,transaction_finance-type_code,transaction_aid-type_code,transaction_tied-status_code,transaction_disbursement-channel_code,transaction_recipient-country-code,transaction_recipient-country,transaction_recipient-region-code,transaction_recipient-region,transaction_sector-code,transaction_sector,transaction_sector-vocabulary,transaction_sector-vocabulary-code,iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code
3,2019-07-10,GBP,23548,8531639,GBP,2019-07-10,UK - Department for International Development (DFID),GB-GOV-1,,Oxford Policy Management,GB-COH-3122495,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204633-105,2,2019-07-10 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for research and evaluations,"This activity (Procurement of services for research and evaluations) is a component of Reducing high fertility rates and Improving SExual reproductive health outcomes in Uganda (RISE) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £854,597. This component benefits Uganda, and works in the following sector(s): Basic health care, Reproductive health care, Family planning. , with the following implementing partners: Oxford Policy Management. The start date is 26-01-2017 and the end date is 31-12-2021.",2,2017-01-26,2021-12-31,2017-01-26,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,13030;12220;13020,Family planning;Basic health care;Reproductive health care,80;10;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2019-07-30,GBP,69203,8548249,GBP,2019-07-30,UK - Department for International Development (DFID),GB-GOV-1,,Wamuco Motors Uganda Ltd,,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204633-105,2,2019-07-10 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Procurement of services for research and evaluations,"This activity (Procurement of services for research and evaluations) is a component of Reducing high fertility rates and Improving SExual reproductive health outcomes in Uganda (RISE) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £854,597. This component benefits Uganda, and works in the following sector(s): Basic health care, Reproductive health care, Family planning. , with the following implementing partners: Oxford Policy Management. The start date is 26-01-2017 and the end date is 31-12-2021.",2,2017-01-26,2021-12-31,2017-01-26,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,Oxford Policy Management,GB-COH-3122495,Private Sector,70,UG,Uganda,,,,,13030;12220;13020,Family planning;Basic health care;Reproductive health care,80;10;10,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC;DAC,1,110,10,C01,5
4,2018-10-01,GBP,735,,GBP,2018-10-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2018 Quarter 3,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2018-11-06,GBP,2302,8176876,GBP,2018-11-06,UK - Department for International Development (DFID),GB-GOV-1,,SPEKE HOTEL 1996 LTD. T/A SPEKE APARTMENTS,,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2018-11-23,GBP,1913,8192014,GBP,2018-11-23,UK - Department for International Development (DFID),GB-GOV-1,,Golden Tulip Canaan Kampala,,,Staff training & Conferences,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-06-14,GBP,693,8492961,GBP,2019-06-14,UK - Department for International Development (DFID),GB-GOV-1,,Golden Tulip Canaan Kampala,,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-06-14,GBP,693,8492963,GBP,2019-06-14,UK - Department for International Development (DFID),GB-GOV-1,,Golden Tulip Canaan Kampala,,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-07-01,GBP,9,,GBP,2019-07-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2019 Quarter 2,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-07-19,GBP,908,8538526,GBP,2019-07-19,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-07-19,GBP,908,8538527,GBP,2019-07-19,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-07-19,GBP,908,8538528,GBP,2019-07-19,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-07-19,GBP,908,8538529,GBP,2019-07-19,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Technical & Advisory services,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-10-01,GBP,-416,,GBP,2019-10-01,UK - Department for International Development (DFID),GB-GOV-1,,,,,Aggregated spend of less than £500 - Financial Year 2019 Quarter 3,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-10-03,GBP,605,8653405,GBP,2019-10-03,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-11-01,GBP,749,8694107,GBP,2019-11-01,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
4,2019-11-01,GBP,618,8692940,GBP,2019-11-01,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Not available,,Staff Business Travel and Subsistence,,,,,,,,,,,,,,GB-1-204375-106,2,2019-03-26 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Strategic Fund to support Anti corruption work,"This activity (Strategic Fund to support Anti corruption work) is a component of Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR) reported by DFID, with a funding type of 'Procurement of Services' and a budget of £250,000. This component benefits Uganda, and works in the following sector(s): Anti-corruption organisations and institutions, Legal and judicial development. The start date is 01-04-2015 and the end date is 30-05-2021.",2,2015-04-01,2021-05-30,2015-04-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,,,,,UG,Uganda,,,,,15113;15130,Anti-corruption organisations and institutions;Legal and judicial development,80;20,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,1,110,10,C01,5
2,2015-07-16,GBP,866317,REFCO1,GBP,2015-07-16,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204626-105,ActionAid International,NL-KVK-27264198,,"This is an outgoing commitment to ActionAid International of £866,317.39",,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
2,2018-10-15,GBP,3899857,REFCO2,GBP,2018-10-15,UK - Department for International Development (DFID),GB-GOV-1,GB-1-204626-105,ActionAid International,NL-KVK-27264198,,"This is an outgoing commitment to ActionAid International of £3,899,857.01",,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2015-07-29,GBP,185934,6516759,GBP,2015-07-29,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2015-12-14,GBP,159104,6685634,GBP,2015-12-14,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2016-04-27,GBP,192064,6837862,GBP,2016-04-27,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2016-09-02,GBP,333981,7020593,GBP,2016-09-02,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2016-12-13,GBP,70129,7156943,GBP,2016-12-13,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid International,NL-KVK-27264198,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2018-10-01,GBP,98012,8105246,GBP,2018-10-01,UK - Department for International Development (DFID),GB-GOV-1,,ActionAid Uganda,,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
3,2018-10-05,GBP,-98012,8129196,GBP,2018-10-05,UK - Department for International Development (DFID),GB-GOV-1,,Correction,Excluded,,Aid to civil society organisations / NGOs,,,,,,,,,,,,,,GB-1-204626-105,2,2020-02-12 00:00:00,en,Department for International Development,GB-GOV-1,Government,10,Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations. ,"This activity (Support to Gender Based Violence Prevention and Response through Civil Society Orgnisations.) is a component of Support to Uganda’s Response on Gender Equality (SURGE) Programme reported by DFID, with a funding type of 'Not for profit organisation' and a budget of £4,841,067. This component benefits Uganda, and works in the following sector(s): Women's equality organisations and institutions, Ending violence against women and girls. , with the following implementing partners: ActionAid International, ActionAid Uganda. The start date is 01-07-2018 and the end date is 30-06-2020.",2,2018-07-01,2020-06-30,2018-07-01,,Department for International Development,GB-GOV-1,Government,10,Department for International Development,GB-GOV-1,Government,10,,,,,ActionAid Uganda,,International NGO,21,UG,Uganda,,,,,15180;15170,;Women's equality organisations and institutions *,60;40,OECD Development Assistance Committee;OECD Development Assistance Committee,DAC;DAC,3,110,10,C01,5
